IP Address,Timestamp,HTTP Method,Request Path,Status Code,Response Size,Referrer,User Agent,Request Length,Query Parameters Count,Is Secure,Time of Day,Day of Week,User-Agent Length,Referrer Length,Status Code Category,Request Frequency,Status Code Distribution,Request Size Distribution,User-Agent Diversity,Time Interval Between Requests,Path Frequency,Suspicious Patterns
172.18.28.9,2024-09-10T00:00:13+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3UpE.0&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",276,4,No,00:00:13,Tuesday,111,20,2xx,1,"defaultdict(<class 'int'>, {'200': 1})",1.0,1,0:00:00,1,No
172.18.28.9,2024-09-10T00:00:14+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3a-e&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,00:00:14,Tuesday,111,20,2xx,2,"defaultdict(<class 'int'>, {'200': 2})",1.5,1,0:00:01,1,No
172.18.28.9,2024-09-10T00:00:31+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3Z9u&sid=H3cbYbHc31FO7kVqAAqa,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:00:31,Tuesday,160,17,2xx,3,"defaultdict(<class 'int'>, {'200': 3})",1.3333333333333333,2,0:00:09,1,No
172.18.28.9,2024-09-10T00:00:31+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3ZA4&sid=QaKsu29cLNE7AO6tAAqZ,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:00:31,Tuesday,160,17,2xx,4,"defaultdict(<class 'int'>, {'200': 4})",1.25,2,0:00:06,1,No
172.18.28.9,2024-09-10T00:00:31+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3ZAE&sid=H7SpruWQdR57WKTyAAqb,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:00:31,Tuesday,160,17,2xx,5,"defaultdict(<class 'int'>, {'200': 5})",1.2,2,0:00:04.500000,1,No
172.18.28.9,2024-09-10T00:00:31+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3fHp&sid=QaKsu29cLNE7AO6tAAqZ,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:00:31,Tuesday,160,17,2xx,6,"defaultdict(<class 'int'>, {'200': 6})",1.3333333333333333,2,0:00:03.600000,1,No
172.18.28.9,2024-09-10T00:00:31+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3fHf&sid=H3cbYbHc31FO7kVqAAqa,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:00:31,Tuesday,160,17,2xx,7,"defaultdict(<class 'int'>, {'200': 7})",1.4285714285714286,2,0:00:03,1,No
172.18.28.9,2024-09-10T00:00:31+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3fHx&sid=H7SpruWQdR57WKTyAAqb,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:00:31,Tuesday,160,17,2xx,8,"defaultdict(<class 'int'>, {'200': 8})",1.5,2,0:00:02.571429,1,No
172.18.28.9,2024-09-10T00:00:39+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3a-e.0&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",276,4,No,00:00:39,Tuesday,111,20,2xx,9,"defaultdict(<class 'int'>, {'200': 9})",1.4444444444444444,2,0:00:03.250000,1,No
172.18.28.9,2024-09-10T00:00:39+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3h9e&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,00:00:39,Tuesday,111,20,2xx,10,"defaultdict(<class 'int'>, {'200': 10})",1.5,2,0:00:02.888889,1,No
172.18.28.9,2024-09-10T00:00:56+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3fHs&sid=QaKsu29cLNE7AO6tAAqZ,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:00:56,Tuesday,160,17,2xx,11,"defaultdict(<class 'int'>, {'200': 11})",1.4545454545454546,2,0:00:04.300000,1,No
172.18.28.9,2024-09-10T00:00:56+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3fHh&sid=H3cbYbHc31FO7kVqAAqa,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:00:56,Tuesday,160,17,2xx,12,"defaultdict(<class 'int'>, {'200': 12})",1.4166666666666667,2,0:00:03.909091,1,No
172.18.28.9,2024-09-10T00:00:56+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3fH-&sid=H7SpruWQdR57WKTyAAqb,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:00:56,Tuesday,160,17,2xx,13,"defaultdict(<class 'int'>, {'200': 13})",1.3846153846153846,2,0:00:03.583333,1,No
172.18.28.9,2024-09-10T00:00:56+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3lSO&sid=H3cbYbHc31FO7kVqAAqa,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:00:56,Tuesday,160,17,2xx,14,"defaultdict(<class 'int'>, {'200': 14})",1.4285714285714286,2,0:00:03.307692,1,No
172.18.28.9,2024-09-10T00:00:56+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3lSv&sid=QaKsu29cLNE7AO6tAAqZ,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:00:56,Tuesday,160,17,2xx,15,"defaultdict(<class 'int'>, {'200': 15})",1.4666666666666666,2,0:00:03.071429,1,No
172.18.28.9,2024-09-10T00:00:56+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3lT3&sid=H7SpruWQdR57WKTyAAqb,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:00:56,Tuesday,160,17,2xx,16,"defaultdict(<class 'int'>, {'200': 16})",1.5,2,0:00:02.866667,1,No
172.18.28.9,2024-09-10T00:01:04+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3h9f&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,00:01:04,Tuesday,111,20,2xx,17,"defaultdict(<class 'int'>, {'200': 17})",1.4705882352941178,2,0:00:03.187500,1,No
172.18.28.9,2024-09-10T00:01:04+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3nH4&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,00:01:04,Tuesday,111,20,2xx,18,"defaultdict(<class 'int'>, {'200': 18})",1.5,2,0:00:03,1,No
172.18.28.9,2024-09-10T00:01:21+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3lSV&sid=H3cbYbHc31FO7kVqAAqa,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:01:21,Tuesday,160,17,2xx,19,"defaultdict(<class 'int'>, {'200': 19})",1.4736842105263157,2,0:00:03.777778,1,No
172.18.28.9,2024-09-10T00:01:21+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3lSy&sid=QaKsu29cLNE7AO6tAAqZ,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:01:21,Tuesday,160,17,2xx,20,"defaultdict(<class 'int'>, {'200': 20})",1.45,2,0:00:03.578947,1,No
172.18.28.9,2024-09-10T00:01:21+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3lT6&sid=H7SpruWQdR57WKTyAAqb,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:01:21,Tuesday,160,17,2xx,21,"defaultdict(<class 'int'>, {'200': 21})",1.4285714285714286,2,0:00:03.400000,1,No
172.18.28.9,2024-09-10T00:01:22+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3rf1&sid=QaKsu29cLNE7AO6tAAqZ,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:01:22,Tuesday,160,17,2xx,22,"defaultdict(<class 'int'>, {'200': 22})",1.4545454545454546,2,0:00:03.285714,1,No
172.18.28.9,2024-09-10T00:01:22+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3rew&sid=H7SpruWQdR57WKTyAAqb,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:01:22,Tuesday,160,17,2xx,23,"defaultdict(<class 'int'>, {'200': 23})",1.4782608695652173,2,0:00:03.136364,1,No
172.18.28.9,2024-09-10T00:01:22+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3rfA&sid=H3cbYbHc31FO7kVqAAqa,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:01:22,Tuesday,160,17,2xx,24,"defaultdict(<class 'int'>, {'200': 24})",1.5,2,0:00:03,1,No
172.18.28.9,2024-09-10T00:01:29+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3nH5&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,00:01:29,Tuesday,111,20,2xx,25,"defaultdict(<class 'int'>, {'200': 25})",1.48,2,0:00:03.166667,1,No
172.18.28.9,2024-09-10T00:01:29+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3tOc&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,00:01:29,Tuesday,111,20,2xx,26,"defaultdict(<class 'int'>, {'200': 26})",1.5,2,0:00:03.040000,1,No
172.18.28.9,2024-09-10T00:01:47+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3rf4&sid=QaKsu29cLNE7AO6tAAqZ,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:01:47,Tuesday,160,17,2xx,27,"defaultdict(<class 'int'>, {'200': 27})",1.4814814814814814,2,0:00:03.615385,1,No
172.18.28.9,2024-09-10T00:01:47+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3rez&sid=H7SpruWQdR57WKTyAAqb,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:01:47,Tuesday,160,17,2xx,28,"defaultdict(<class 'int'>, {'200': 28})",1.4642857142857142,2,0:00:03.481481,1,No
172.18.28.9,2024-09-10T00:01:47+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3rfD&sid=H3cbYbHc31FO7kVqAAqa,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:01:47,Tuesday,160,17,2xx,29,"defaultdict(<class 'int'>, {'200': 29})",1.4482758620689655,2,0:00:03.357143,1,No
172.18.28.9,2024-09-10T00:01:47+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3xbN&sid=H7SpruWQdR57WKTyAAqb,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:01:47,Tuesday,160,17,2xx,30,"defaultdict(<class 'int'>, {'200': 30})",1.4666666666666666,2,0:00:03.241379,1,No
172.18.28.9,2024-09-10T00:01:47+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3xbS&sid=H3cbYbHc31FO7kVqAAqa,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:01:47,Tuesday,160,17,2xx,31,"defaultdict(<class 'int'>, {'200': 31})",1.4838709677419355,2,0:00:03.133333,1,No
172.18.28.9,2024-09-10T00:01:47+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3xbX&sid=QaKsu29cLNE7AO6tAAqZ,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:01:47,Tuesday,160,17,2xx,32,"defaultdict(<class 'int'>, {'200': 32})",1.5,2,0:00:03.032258,1,No
172.18.28.9,2024-09-10T00:01:54+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3tOc.0&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",276,4,No,00:01:54,Tuesday,111,20,2xx,33,"defaultdict(<class 'int'>, {'200': 33})",1.4848484848484849,2,0:00:03.156250,1,No
172.18.28.9,2024-09-10T00:01:54+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O3zW0&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,00:01:54,Tuesday,111,20,2xx,34,"defaultdict(<class 'int'>, {'200': 34})",1.5,2,0:00:03.060606,1,No
172.18.28.9,2024-09-10T00:02:12+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3xbO&sid=H7SpruWQdR57WKTyAAqb,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:02:12,Tuesday,160,17,2xx,35,"defaultdict(<class 'int'>, {'200': 35})",1.4857142857142858,2,0:00:03.500000,1,No
172.18.28.9,2024-09-10T00:02:12+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3xbU&sid=H3cbYbHc31FO7kVqAAqa,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:02:12,Tuesday,160,17,2xx,36,"defaultdict(<class 'int'>, {'200': 36})",1.4722222222222223,2,0:00:03.400000,1,No
172.18.28.9,2024-09-10T00:02:12+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3xbZ&sid=QaKsu29cLNE7AO6tAAqZ,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:02:12,Tuesday,160,17,2xx,37,"defaultdict(<class 'int'>, {'200': 37})",1.4594594594594594,2,0:00:03.305556,1,No
172.18.28.9,2024-09-10T00:02:12+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O41jD&sid=H7SpruWQdR57WKTyAAqb,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:02:12,Tuesday,160,17,2xx,38,"defaultdict(<class 'int'>, {'200': 38})",1.4736842105263157,2,0:00:03.216216,1,No
172.18.28.9,2024-09-10T00:02:12+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O41jP&sid=H3cbYbHc31FO7kVqAAqa,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:02:12,Tuesday,160,17,2xx,39,"defaultdict(<class 'int'>, {'200': 39})",1.4871794871794872,2,0:00:03.131579,1,No
172.18.28.9,2024-09-10T00:02:12+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O41ja&sid=QaKsu29cLNE7AO6tAAqZ,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:02:12,Tuesday,160,17,2xx,40,"defaultdict(<class 'int'>, {'200': 40})",1.5,2,0:00:03.051282,1,No
172.18.28.9,2024-09-10T00:02:19+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O3zW1&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",274,4,No,00:02:19,Tuesday,111,20,2xx,41,"defaultdict(<class 'int'>, {'200': 41})",1.4878048780487805,2,0:00:03.150000,1,No
172.18.28.9,2024-09-10T00:02:19+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O43dI&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,00:02:19,Tuesday,111,20,2xx,42,"defaultdict(<class 'int'>, {'200': 42})",1.5,2,0:00:03.073171,1,No
172.18.28.9,2024-09-10T00:02:37+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O41jG&sid=H7SpruWQdR57WKTyAAqb,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:02:37,Tuesday,160,17,2xx,43,"defaultdict(<class 'int'>, {'200': 43})",1.4883720930232558,2,0:00:03.428571,1,No
172.18.28.9,2024-09-10T00:02:37+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O41jS&sid=H3cbYbHc31FO7kVqAAqa,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:02:37,Tuesday,160,17,2xx,44,"defaultdict(<class 'int'>, {'200': 44})",1.4772727272727273,2,0:00:03.348837,1,No
172.18.28.9,2024-09-10T00:02:37+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O41jc&sid=QaKsu29cLNE7AO6tAAqZ,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:02:37,Tuesday,160,17,2xx,45,"defaultdict(<class 'int'>, {'200': 45})",1.4666666666666666,2,0:00:03.272727,1,No
172.18.28.9,2024-09-10T00:02:37+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O47tV&sid=H7SpruWQdR57WKTyAAqb,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:02:37,Tuesday,160,17,2xx,46,"defaultdict(<class 'int'>, {'200': 46})",1.4782608695652173,2,0:00:03.200000,1,No
172.18.28.9,2024-09-10T00:02:37+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O47te&sid=H3cbYbHc31FO7kVqAAqa,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:02:37,Tuesday,160,17,2xx,47,"defaultdict(<class 'int'>, {'200': 47})",1.4893617021276595,2,0:00:03.130435,1,No
172.18.28.9,2024-09-10T00:02:37+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O47tm&sid=QaKsu29cLNE7AO6tAAqZ,200,2,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",321,4,No,00:02:37,Tuesday,160,17,2xx,48,"defaultdict(<class 'int'>, {'200': 48})",1.5,2,0:00:03.063830,1,No
172.18.28.9,2024-09-10T00:02:44+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O43dI.0&sid=zMku2RMOBMmRvuaUAAgn,200,1,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",276,4,No,00:02:44,Tuesday,111,20,2xx,49,"defaultdict(<class 'int'>, {'200': 49})",1.489795918367347,2,0:00:03.145833,1,No
172.18.28.9,2024-09-10T00:02:44+05:30,POST,/socket.io/?EIO=4&transport=polling&t=P7O49kW&sid=zMku2RMOBMmRvuaUAAgn,200,2,https://ss.dmrc.org/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",275,4,No,00:02:44,Tuesday,111,20,2xx,50,"defaultdict(<class 'int'>, {'200': 50})",1.5,2,0:00:03.081633,1,No
172.18.28.9,2024-09-10T00:03:02+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O47tY&sid=H7SpruWQdR57WKTyAAqb,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:03:02,Tuesday,160,17,2xx,51,"defaultdict(<class 'int'>, {'200': 51})",1.4901960784313726,2,0:00:03.380000,1,No
172.18.28.9,2024-09-10T00:03:02+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O47th&sid=H3cbYbHc31FO7kVqAAqa,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:03:02,Tuesday,160,17,2xx,52,"defaultdict(<class 'int'>, {'200': 52})",1.4807692307692308,2,0:00:03.313725,1,No
172.18.28.9,2024-09-10T00:03:02+05:30,GET,/socket.io/?EIO=4&transport=polling&t=P7O47tq&sid=QaKsu29cLNE7AO6tAAqZ,200,1,http://localhost/,"Mozilla/5.0 (Linux; Android 9; SM-M307F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/120.0.6099.210 Mobile Safari/537.36",320,4,No,00:03:02,Tuesday,160,17,2xx,53,"defaultdict(<class 'int'>, {'200': 53})",1.471698113207547,2,0:00:03.250000,1,No
